title_year,imdbId,genres,director,cast,short_summary,poster,trailer,screenshot1,screenshot2,screenshot3,screenshot4,screenshot5,screenshot6,screenshot7,screenshot8,Animation,Mystery,Action,Thriller,Sci-Fi,Adventure,Children,Fantasy,Crime,Documentary,Drama,Romance,Comedy,War,Western,Horror
Blinded by the Light (2019),8266310,Comedy|Drama,Gurinder Chadha,"Billy Barratt, Ronak Singh Chadha Berges, Viveik Kalra","In England in 1987, a teenager from an Asian family learns to live his life, understand his family and find his own voice through the music of American rock star Bruce Springsteen .",https://m.media-amazon.com/images/M/MV5BZDUzNGYxZDAtZjVjZC00YzI2LTk3MTItNmE3NGQwOWQwZjJiXkEyXkFqcGdeQXVyMjcyMzI2OTQ@.V1_UY800.jpg,https://www.imdb.com/video/vi2286599193,https://m.media-amazon.com/images/M/MV5BNTJiMTQ4ZGYtYjdmZi00M2U5LTliYjUtNDNmOWZhZjU4MmJjXkEyXkFqcGdeQXVyODk4OTc3MTY@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjAyMjQxNjU2MV5BMl5BanBnXkFtZTgwNzUzNzIwODM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTczNDE0NjM5Nl5BMl5BanBnXkFtZTgwODUzNzIwODM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjUwMTM5NDE5N15BMl5BanBnXkFtZTgwOTUzNzIwODM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTg5NDg2OTkxOF5BMl5BanBnXkFtZTgwNjI3NTUyNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOWEzNzcyMTAtNGEzMS00ZDNlLWI2YjctM2JlZDE5OGIwN2E5XkEyXkFqcGdeQXVyNTI4MjkxMDE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTBkMTRlNmEtMGQwNy00NTBmLTk3MGQtYTQ0ZTRiODYzNTIzXkEyXkFqcGdeQXVyMjM1OTE3ODQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDUzNGYxZDAtZjVjZC00YzI2LTk3MTItNmE3NGQwOWQwZjJiXkEyXkFqcGdeQXVyMjcyMzI2OTQ@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
The Farewell (2019),8637428,Comedy,Lulu Wang,"Shuzhen Zhao, Awkwafina, X Mayo","A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",https://m.media-amazon.com/images/M/MV5BMWE3MjViNWUtY2VjYS00ZDBjLTllMzYtN2FkY2QwYmRiMDhjXkEyXkFqcGdeQXVyODQzNTE3ODc@.V1_UY800.jpg,https://www.imdb.com/video/vi1073856281,"https://m.media-amazon.com/images/M/MV5BNTVlODAxZDktMWEyZS00ZDhkLTljMDUtZDdlMjRkYWNhNDNkXkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BZDU0ZGYxODktNzdiOS00NmY2LWE0ZjYtNDdjMWRjNmM1MjU4XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BMTJlNjc5MTUtNTRhYy00Yjg1LWJhZWYtNzI4YTYzMzVmYzE3XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR25,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BMTlkZmZmM2MtOGNjZi00ZWFhLTk4ZGQtNjAyMTY5MTkzYzk5XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BMjkxY2EzMmQtNTMzNi00MjM0LWEyMDQtZDc4ZjFjNjNiMjc2XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BODQzNmJkZmItMjg1OS00M2Y3LWJmYzEtNzM5ODhjZWU0Zjk4XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BYjAyMWViMTMtNjFiNy00NmVmLTg1MDktNTBhMDU4MjMyZjRjXkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BNDAyMzA3NTk5N15BMl5BanBnXkFtZTgwMTE0NjYyNzM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Maiden (2019),8879946,Documentary,Alex Holmes,"Frank Bough, John Chittenden, Bruno Du Bois","The story of Tracy Edwards, a 24-year-old cook on charter boats, who became the skipper of the first ever all-female crew to enter the Whitbread Round the World Race in 1989.",https://m.media-amazon.com/images/M/MV5BZDAzMDYyODktN2ZiOC00MzBiLWI0M2EtODE3NmYyMTU3YjRkXkEyXkFqcGdeQXVyOTgxNDIzMTY@.V1_UY800.jpg,https://www.imdb.com/video/vi2115025945,https://m.media-amazon.com/images/M/MV5BMjM4NjIyMTA5NV5BMl5BanBnXkFtZTgwNTkyMjU4NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTgyODUwMTQ5Ml5BMl5BanBnXkFtZTgwMDUyODAzNjM@.V1_UY800.jpg,Link not available,Link not available,https://m.media-amazon.com/images/M/MV5BZDAzMDYyODktN2ZiOC00MzBiLWI0M2EtODE3NmYyMTU3YjRkXkEyXkFqcGdeQXVyOTgxNDIzMTY@.V1_UY800.jpg,Link not available,Link not available,Link not available,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Aladdin (2019),6139732,Adventure|Fantasy|Romance,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,https://m.media-amazon.com/images/M/MV5BMjQ2ODIyMjY4MF5BMl5BanBnXkFtZTgwNzY4ODI2NzM@.V1_UY800.jpg,https://www.imdb.com/video/vi3799760665,https://m.media-amazon.com/images/M/MV5BZmRiM2I0OGUtMDkwMy00OThjLWFiZDMtYWVhOTdhOTJmNTJmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzk5OTIyZGUtNTc3Yi00ZTRhLWFlNjItMTdmNWRhN2IxNzc0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGNkNTVjZGUtN2M3My00MGEyLTg5ZmYtMTM5NWE4ZmE4MTYwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjY0ZmE3ZDYtMjhjYi00MDQ5LWIzODctZjc0MGM1YzJmNjExXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODllN2YwNTgtZWU5Ny00MDRlLTljNjktNGRkMmMxY2QzNWQ4XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOGU1NDhkYmEtZjhlYy00NTc0LTlkNWQtYjA1NjQ5MzcxMGJkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTk2ZDBhYTQtOTUwNi00MjgyLWIwYzMtMDhiMzI5ZmFmMzBkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZTM1OWM3YWEtYzg2Mi00MDY1LWJmNDgtYThiMTM3OWE2MmUyXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
Hotel Mumbai (2019),5461944,Drama|Thriller,Anthony Maras,"Dev Patel, Armie Hammer, Nazanin Boniadi",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,https://m.media-amazon.com/images/M/MV5BYTJlZWY2YjYtZGIxMy00MDEwLTliNzMtZGM3MDQ1NzlmNDY1XkEyXkFqcGdeQXVyNDY2MjcyOTQ@.V1_UY800.jpg,https://www.imdb.com/video/vi1407368473,https://m.media-amazon.com/images/M/MV5BMjMzMTAyMDEzMV5BMl5BanBnXkFtZTgwODQ5NTQ0MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDY2Y2YxYTMtNTAzMy00YWZjLTgxYzMtOGM3NDJkODcwOTE4XkEyXkFqcGdeQXVyMzY5MzAxMDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjk3YjJlY2ItYzA5NC00ODJiLWI2M2YtODQzYThiZDQwZWQ2XkEyXkFqcGdeQXVyMzY5MzAxMDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZmZiMGYyZWYtYTJhOS00OWMwLTk4MGYtMDQyYzZjOGEzYjVlXkEyXkFqcGdeQXVyMzY5MzAxMDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjQyZTBmYjEtZGEzNC00NmY5LTg5MTktNTM0MWMwOTg0MWZlXkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDA5NTI0MjktMGQ1NC00YjA0LWFkZjYtZDM3YjFiNGIwZDU5XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOWU0OGY5MTUtNjVmNC00MjMwLWE0MTAtOTE5MWNjMGZjYjE4XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTQ2Y2ZkZDctMDk3MS00MDg4LWFjMmEtODI4ZjRlYWZkOTU1XkEyXkFqcGdeQXVyNzgxMzc3OTc@.V1_UY800.jpg,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Wildlife (2018),5929754,Drama,Paul Dano,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan",A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,https://m.media-amazon.com/images/M/MV5BOTNlZWY2ZGQtY2U1ZS00Mjc5LWExNjgtM2Q4YzQyYTlmNjZhXkEyXkFqcGdeQXVyODY3Nzc0OTk@.V1_UY800.jpg,https://www.imdb.com/video/vi3102064409,https://m.media-amazon.com/images/M/MV5BMTU0MTMxMTM4MF5BMl5BanBnXkFtZTgwOTM1NjgyNjM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTA0NjM3Nzc1NDFeQTJeQWpwZ15BbWU4MDYwNzE4MjQz._V1_UY100_CR42,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMjM5ODQ4NDg1NF5BMl5BanBnXkFtZTgwMzE3MTgyNDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjRlOTEyMmItYzA1NC00NTY1LTk0MzAtNGNhMTEwNjBiYmRkXkEyXkFqcGdeQXVyNjcwMjM0ODA@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMmYxYTYwYjgtMjhjOS00YTUwLTgwMTktODJhNTI3OTlkNGExXkEyXkFqcGdeQXVyMzQ4NjI4MDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNWE3ZTYyMzMtYWU5Zi00YmIyLWI5NTAtNjY1MmVmNGYwOGE4XkEyXkFqcGdeQXVyMzQ4NjI4MDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzM5OGViMDAtZjEzNi00ZmI2LTg0Y2YtNGY1YzY5ZGJlNWVmXkEyXkFqcGdeQXVyMzQ4NjI4MDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjk3OTM0MGQtYTZhNi00YmY0LWExNGEtOWRhYzEyNWYyMzEzXkEyXkFqcGdeQXVyMzQ4NjI4MDM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Boy Erased (2018),7008872,Drama,Joel Edgerton,"Lucas Hedges, Nicole Kidman, Joel Edgerton",The son of a Baptist preacher is forced to participate in a church-supported gay conversion program after being forcibly outed to his parents.,https://m.media-amazon.com/images/M/MV5BNzM2MzU1NTM4NF5BMl5BanBnXkFtZTgwNTMwMzI1NjM@.V1_UY800.jpg,https://www.imdb.com/video/vi685162265,https://m.media-amazon.com/images/M/MV5BMjA4NDcxNDcxM15BMl5BanBnXkFtZTgwOTA1NzY1NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ4MDM0MjMxOF5BMl5BanBnXkFtZTgwMTkzNzY1NTM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTEzNTgzOTY5MTJeQTJeQWpwZ15BbWU4MDI5Mzc2NTUz._V1_UY100_CR28,0,100,100_AL_.jpg@.V1_UY800.jpg",Link not available,Link not available,Link not available,Link not available,Link not available,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
First Man (2018),1213641,Drama,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke","A look at the life of the astronaut, Neil Armstrong , and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@.V1_UY800.jpg,https://www.imdb.com/video/vi2862201369,https://m.media-amazon.com/images/M/MV5BMTY2MDY4NzM0OF5BMl5BanBnXkFtZTgwNzg1ODA1NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzE0NDk2ODMyN15BMl5BanBnXkFtZTgwMjc1ODA1NjM@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTA4MjY2MDk4NTdeQTJeQWpwZ15BbWU4MDQ3NTgwNTYz._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTkwMjgzMDQ2OF5BMl5BanBnXkFtZTgwNTc1ODA1NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI1NjY4MzcyN15BMl5BanBnXkFtZTgwNzc1ODA1NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjUxMDY3ODg3OF5BMl5BanBnXkFtZTgwODc1ODA1NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODk2MTg0MzMzM15BMl5BanBnXkFtZTgwOTc1ODA1NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTYwMzM0MjA3N15BMl5BanBnXkFtZTgwMDg1ODA1NjM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Juliet, Naked (2018)",5607096,Comedy|Drama,Jesse Peretz,"Chris O'Dowd, Rose Byrne, Kitty O'Beirne","Juliet, Naked is the story of Annie (the long-suffering girlfriend of Duncan) and her unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.",https://m.media-amazon.com/images/M/MV5BMTk3OTE3ODg1Ml5BMl5BanBnXkFtZTgwMTI4NTE4NTM@.V1_UY800.jpg,https://www.imdb.com/video/vi991935257,https://m.media-amazon.com/images/M/MV5BMTg5NjEzODk4NF5BMl5BanBnXkFtZTgwODM4NTE4NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODEwNTIyOTUzMl5BMl5BanBnXkFtZTgwNTI4NTE4NTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjMyODM4NzQ0Ml5BMl5BanBnXkFtZTgwNDAwNDgyNDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZTk1YzAyZjYtZTk2Ny00ZDExLTlhNzMtOTU3M2FkMjhmMDY1XkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzMzYmEwZDUtZmFlMC00ZTM3LWFlYWEtYjYxMWY1NWI3MWNiXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZmMyMGNlYmMtYjk2MS00ZDQ5LThmOTMtOWQzMWUxOTA2OGMyXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjEyOTVjN2YtZmYzNi00M2YxLWJhZjMtODhmMThkZjY3NzEyXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWEyODRjY2QtMGJmNC00M2ExLWJkZTItNTJjNDIyZDQ2ZWE1XkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Logan (2017),3315342,Action|Sci-Fi,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@.V1_UY800.jpg,https://www.imdb.com/video/vi1553121049,https://m.media-amazon.com/images/M/MV5BNDI3MzgwMmYtY2JjYy00ZWQ2LTgzNjUtNjAyZDc3MDFhOTg0XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjZmMmVhNTctYTlhYy00YWJmLTk4NzktYmFkMjg4NzljMDlkXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzQxMDA3MDYtYTkyNi00Yjg3LWFmYTMtOTFlOGQ4Mzc4NzU3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTVhN2JhMmUtYWVkOS00YTMzLTgzNWQtMzAxNWMxM2NiODllXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWNmYmVmZjctY2MyZS00OGMyLWJmZTYtODcxYTcxNGFmZThkXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYmM4ODMwY2EtMzZhNC00MmUwLTg4ZDAtMTdhNzc4MDVhNTA1XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzU2ZjEwYzctNTAzMS00MmUzLWE0NWUtYTViZjZkM2I1MTM3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjRlZTVkZGItMTA4YS00MDAyLThkZGEtMGUwYTYwNzNhODM3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Kong: Skull Island (2017),3731562,Action|Adventure|Fantasy,Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, Brie Larson","After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",https://m.media-amazon.com/images/M/MV5BMTUwMzI5ODEwNF5BMl5BanBnXkFtZTgwNjAzNjI2MDI@.V1_UY800.jpg,https://www.imdb.com/video/vi2100935449,https://m.media-amazon.com/images/M/MV5BMjE2NjE1NjcyOF5BMl5BanBnXkFtZTgwMTAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjE4Njg0Mjg5M15BMl5BanBnXkFtZTgwMjAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTcxODcwNzg3MF5BMl5BanBnXkFtZTgwMzAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTYwOTI4MzczMV5BMl5BanBnXkFtZTgwNDAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQwOTc4NDIyNF5BMl5BanBnXkFtZTgwNjAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjEzMzY2NDg0OF5BMl5BanBnXkFtZTgwNzAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzA3NzkzOTY2OV5BMl5BanBnXkFtZTgwOTAyMDc2MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjIwMjEwNDYwMV5BMl5BanBnXkFtZTgwMDEyMDc2MTI@.V1_UY800.jpg,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
The Fate of the Furious (2017),4630562,Action|Crime|Drama|Thriller,F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson","When a mysterious woman seduces Dominic Toretto (Vin Diesel) into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@.V1_UY800.jpg,https://www.imdb.com/video/vi3176315929,https://m.media-amazon.com/images/M/MV5BMTgwNDc5OTgwN15BMl5BanBnXkFtZTgwNDg3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzk1NjgyMDczOF5BMl5BanBnXkFtZTgwNTg3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQzNDc5ODE3N15BMl5BanBnXkFtZTgwNjg3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTUwMjAyNTMxMV5BMl5BanBnXkFtZTgwNzg3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTY1MDM0MDM0Nl5BMl5BanBnXkFtZTgwODg3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODYyNjEyNjQ1NV5BMl5BanBnXkFtZTgwOTg3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjM5MDc5ODQ3MV5BMl5BanBnXkFtZTgwMDk3NDczMTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjYzMjU2ODY3NV5BMl5BanBnXkFtZTgwMjk3NDczMTI@.V1_UY800.jpg,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
Baby Driver (2017),3890160,Action|Crime|Thriller,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@.V1_UY800.jpg,https://www.imdb.com/video/vi3346119193,https://m.media-amazon.com/images/M/MV5BNDgyNTY4NzcyN15BMl5BanBnXkFtZTgwMzYyNjM2MjI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDI4MjU2MDIwM15BMl5BanBnXkFtZTgwMTYyNjM2MjI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjMwMTQ3ODU3Ml5BMl5BanBnXkFtZTgwMjYyNjM2MjI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjQ5MDk5NTAyM15BMl5BanBnXkFtZTgwNTE0NzI2MjI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjcwNjE2OTk3NF5BMl5BanBnXkFtZTgwNjE0NzI2MjI@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTA5ODA5NDkzNDReQTJeQWpwZ15BbWU4MDcxNDcyNjIy._V1_UY100_CR69,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTYxMzY3ODU1OF5BMl5BanBnXkFtZTgwMTA0NzI2MjI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTUyNDk3MTUzNF5BMl5BanBnXkFtZTgwMjA0NzI2MjI@.V1_UY800.jpg,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
Atomic Blonde (2017),2406566,Thriller,David Leitch,"Charlize Theron, James McAvoy, John Goodman",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,https://m.media-amazon.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@.V1_UY800.jpg,https://www.imdb.com/video/vi908114201,https://m.media-amazon.com/images/M/MV5BMjQ1ODg2NTcwMl5BMl5BanBnXkFtZTgwMTk3Mzk5MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTk5MDI1MTgwOF5BMl5BanBnXkFtZTgwMjk3Mzk5MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTk0MzQ5MzQ5NF5BMl5BanBnXkFtZTgwMzk3Mzk5MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTQ5MjMzOTE4M15BMl5BanBnXkFtZTgwNDk3Mzk5MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTgyNDE0OTY5N15BMl5BanBnXkFtZTgwNTk3Mzk5MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BN2MyMmUxZTUtYWFlYS00NjY5LWIyMTktNzg1NmY1OTM0NjE0XkEyXkFqcGdeQXVyMzkyOTg1MzE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYThjOWY4ODYtZDQ5Zi00NDE5LWI3ZTMtMzMzYjQ0ZmRhZDI0XkEyXkFqcGdeQXVyMzkyOTg1MzE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjA1ODgyM2ItOGNiNi00NmMwLWEzYjAtMmJhNjQyYjIxNTNjXkEyXkFqcGdeQXVyMzkyOTg1MzE@.V1_UY800.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
